id,kingdom,subkingdom,division,subdivision,class_name,subclass,order_name,family_name,subfamily,tribe,genus,species,common_name,botanical_name,author_citation,iucn_status,category,family_description,genera_species_count,created_at
188,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Caesalpinioideae,,Vachellia,nilotica,Babool (Acacia),Vachellia nilotica,(L.) P.J.H.Hurter & Mabb.,LC,Multipurpose Tree,Legume/Pea family; world's second largest food plant family,0,2026-06-26 15:47:47.232710
189,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Poales,Poaceae,Bambusoideae,,Phyllostachys,edulis,Bamboo (Moso),Phyllostachys edulis,(Carrière) J.Houz.,LC,Bamboo,Grass family; cereals and grains - most economically important plant family,0,2026-06-26 15:47:47.232710
190,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Poales,Poaceae,Bambusoideae,,Dendrocalamus,strictus,Dendrocalamus (Giant Bamboo),Dendrocalamus strictus,(Roxb.) Nees,LC,Bamboo,Grass family; cereals and grains - most economically important plant family,50,2026-06-26 15:47:47.232710
191,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Malvales,Dipterocarpaceae,Dipterocarpoideae,,Shorea,robusta,Sal Tree,Shorea robusta,C.F.Gaertn.,NT,Forest Tree,,360,2026-06-26 15:47:47.232711
192,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Moraceae,Moroideae,,Ficus,religiosa,Peepal (Sacred Fig),Ficus religiosa,L.,LC,Sacred Tree,"Mulberry family; includes fig, breadfruit, jackfruit",850,2026-06-26 15:47:47.232711
193,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Moraceae,Moroideae,,Ficus,benghalensis,Banyan Tree,Ficus benghalensis,L.,LC,Sacred Tree,"Mulberry family; includes fig, breadfruit, jackfruit",850,2026-06-26 15:47:47.232711
194,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Myrtales,Combretaceae,Combretoideae,,Terminalia,arjuna,Arjuna Tree,Terminalia arjuna,(Roxb. ex DC.) Wight & Arn.,LC,Medicinal Tree,"Terminalia family; includes terminalia, arjuna, Indian almond",0,2026-06-26 15:47:47.232712
195,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Sapindales,Meliaceae,Melioideae,,Swietenia,mahagoni,Mahogany,Swietenia mahagoni,(L.) Jacq.,EN,Timber Tree,"Mahogany family; includes neem, toon",4,2026-06-26 15:47:47.232712
196,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Malpighiales,Rhizophoraceae,Rhizophoroideae,,Rhizophora,mangle,Mangrove (Red),Rhizophora mangle,L.,LC,Mangrove,Mangrove family,0,2026-06-26 15:47:47.232712
197,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosoideae,,Rosa,indica,Rose,Rosa indica,L.,LC,Ornamental Flower,"Rose family; includes apples, pears, cherries, plums, strawberries",300,2026-06-26 15:47:47.232712
198,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Lamiales,Oleaceae,Oleoideae,,Jasminum,sambac,Jasmine,Jasminum sambac,(L.) Aiton,LC,Ornamental Flower,"Olive family; olives, jasmine, ash trees",200,2026-06-26 15:47:47.232713
199,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Malvales,Malvaceae,Malvoideae,,Hibiscus,rosa-sinensis,Hibiscus,Hibiscus rosa-sinensis,L.,LC,Ornamental Flower,"Mallow family; cotton, hibiscus, cacao, durian",679,2026-06-26 15:47:47.232713
200,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Proteidae,Proteales,Nelumbonaceae,Nelumbonoideae,,Nelumbo,nucifera,Lotus,Nelumbo nucifera,Gaertn.,LC,Aquatic Flower,Lotus family,2,2026-06-26 15:47:47.232713
201,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Asterales,Asteraceae,Tagetinae,,Tagetes,erecta,Marigold,Tagetes erecta,L.,LC,Ornamental Flower,Daisy/Composite family; world's largest flowering plant family,56,2026-06-26 15:47:47.232714
202,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Asterales,Asteraceae,Anthemideae,,Chrysanthemum,morifolium,Chrysanthemum,Chrysanthemum morifolium,Ramat.,LC,Ornamental Flower,Daisy/Composite family; world's largest flowering plant family,40,2026-06-26 15:47:47.232714
203,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Caryophyllaceae,Caryophylloideae,,Dianthus,caryophyllus,Carnation,Dianthus caryophyllus,L.,LC,Ornamental Flower,,300,2026-06-26 15:47:47.232714
204,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Nyctaginaceae,Bougainvilleoideae,,Bougainvillea,spectabilis,Bougainvillea,Bougainvillea spectabilis,Willd.,LC,Ornamental Climber,,18,2026-06-26 15:47:47.232715
205,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Asterales,Asteraceae,Coreopsideae,,Dahlia,pinnata,Dahlia,Dahlia pinnata,Cav.,LC,Ornamental Flower,Daisy/Composite family; world's largest flowering plant family,42,2026-06-26 15:47:47.232715
206,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Liliales,Liliaceae,Lilioideae,,Tulipa,gesneriana,Tulip,Tulipa gesneriana,L.,LC,Ornamental Flower,True lily family,109,2026-06-26 15:47:47.232715
207,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Orchidaceae,Epidendroideae,,Phalaenopsis,amabilis,Orchid (Phalaenopsis),Phalaenopsis amabilis,(L.) Blume,VU,Ornamental Flower,Orchid family; world's largest plant family by species count,0,2026-06-26 15:47:47.232716
208,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Liliales,Liliaceae,Lilioideae,,Lilium,longiflorum,Lily (Easter),Lilium longiflorum,Thunb.,LC,Ornamental Flower,True lily family,111,2026-06-26 15:47:47.232716
209,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Asteridae,Asterales,Asteraceae,Heliantheae,,Zinnia,elegans,Zinnia,Zinnia elegans,Jacq.,LC,Ornamental Flower,Daisy/Composite family; world's largest flowering plant family,22,2026-06-26 15:47:47.232716
210,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Commelinidae,Commelinales,Pontederiaceae,Pontederioideae,,Eichhornia,crassipes,Water Hyacinth,Eichhornia crassipes,(Mart.) Solms,LC,Aquatic/Invasive,,7,2026-06-26 15:47:47.232717
211,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Droseraceae,Droseridae,,Dionaea,muscipula,Venus Flytrap,Dionaea muscipula,Sol. ex J.Ellis,VU,Carnivorous Plant,Sundew family; carnivorous plants,0,2026-06-26 15:47:47.232717
212,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Droseraceae,Droseridae,,Drosera,rotundifolia,Sundew,Drosera rotundifolia,L.,LC,Carnivorous Plant,Sundew family; carnivorous plants,0,2026-06-26 15:47:47.232717
213,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Nepenthaceae,Nepentheae,,Nepenthes,rajah,Pitcher Plant,Nepenthes rajah,Hook.f.,EN,Carnivorous Plant,Tropical pitcher plant family,0,2026-06-26 15:47:47.232718
214,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Caryophyllidae,Caryophyllales,Cactaceae,Cactoideae,,Opuntia,ficus-indica,Prickly Pear Cactus,Opuntia ficus-indica,(L.) Mill.,LC,Cactus/Fruit,Cactus family; succulent xerophytes,200,2026-06-26 15:47:47.232718
215,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Liliopsida,Lilianae,Asparagales,Asparagaceae,Agavoideae,,Agave,americana,Agave (Century Plant),Agave americana,L.,LC,Succulent,"Asparagus family; includes agave, yucca",208,2026-06-26 15:47:47.232718
216,Plantae,Viridaeplantae,Polypodiophyta,,Polypodiopsida,Polypodiidae,Dennstaedtiales,Dennstaedtiaceae,Dennstaedtioideae,,Pteridium,aquilinum,Common Bracken Fern,Pteridium aquilinum,(L.) Kuhn,LC,Fern,,0,2026-06-26 15:47:47.232718
217,Plantae,Viridaeplantae,Bryophyta,,Sphagnopsida,Sphagnidae,Sphagnales,Sphagnaceae,Sphagnoideae,,Sphagnum,palustre,Peat Moss,Sphagnum palustre,L.,LC,Moss/Bryophyte,Peat moss family,0,2026-06-26 15:47:47.232719
218,Plantae,Cyanobacteria,Cyanophyta,,Cyanophyceae,Oscillatoriophycideae,Oscillatoriales,Microcoleaceae,Microcoleaceae,,Arthrospira,platensis,Spirulina (Blue-Green Algae),Arthrospira platensis,(Nordstedt) Gomont,LC,Algae/Superfood,,0,2026-06-26 15:47:47.232719
219,Plantae,Chromalveolata,Phaeophyta,,Phaeophyceae,Fucidae,Laminariales,Laminariaceae,Laminarioideae,,Saccharina,latissima,Kelp Seaweed,Saccharina latissima,"(L.) C.E.Lane, C.Mayes, Druehl & G.W.Saunders",LC,Seaweed/Algae,,0,2026-06-26 15:47:47.232719
220,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Faboideae,,Sesbania,bispinosa,Sesbania (Dhaincha),Sesbania bispinosa,(Jacq.) W.Wight,LC,Green Manure,Legume/Pea family; world's second largest food plant family,60,2026-06-26 15:47:47.232720
221,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Faboideae,,Crotalaria,juncea,Sunn Hemp,Crotalaria juncea,L.,LC,Green Manure/Fiber,Legume/Pea family; world's second largest food plant family,0,2026-06-26 15:47:47.232720
222,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Faboideae,,Mucuna,pruriens,Velvet Bean (Mucuna),Mucuna pruriens,(L.) DC.,LC,Cover Crop/Medicinal,Legume/Pea family; world's second largest food plant family,105,2026-06-26 15:47:47.232720
223,Plantae,Viridaeplantae,Tracheophyta,Spermatophytina,Magnoliopsida,Rosidae,Fabales,Fabaceae,Faboideae,,Gliricidia,sepium,Gliricidia,Gliricidia sepium,(Jacq.) Kunth ex Walp.,LC,Agroforestry/Fodder,Legume/Pea family; world's second largest food plant family,0,2026-06-26 15:47:47.232721
